x,y,t,x_avg,y_avg
891.0,552.0,0.0,891.0,552.0
891.0,552.0,0.01,891.0,552.0
891.0,552.0,0.02,891.0,552.0
891.0,552.0,0.03,891.0,552.0
891.0,552.0,0.04,891.0,552.0
891.0,554.0,0.05,891.0,552.3333333333334
891.0,554.0,0.06,891.0,552.5714285714286
891.0,554.0,0.07,891.0,552.75
891.0,554.0,0.08,891.0,552.8888888888889
891.0,554.0,0.09,891.0,553.0
891.0,554.0,0.1,891.0,553.0909090909091
891.0,555.0,0.11,891.0,553.25
891.0,555.0,0.12,891.0,553.3846153846154
891.0,555.0,0.13,891.0,553.5
891.0,555.0,0.14,891.0,553.6
891.0,555.0,0.15,891.0,553.6875
891.0,555.0,0.16,891.0,553.7647058823529
893.0,557.0,0.17,891.1111111111111,553.9444444444445
893.0,557.0,0.18,891.2105263157895,554.1052631578947
893.0,557.0,0.19,891.3,554.25
893.0,557.0,0.2,891.4,554.5
893.0,557.0,0.21,891.5,554.75
893.0,557.0,0.22,891.6,555.0
893.0,557.0,0.23,891.7,555.25
893.0,557.0,0.24,891.8,555.5
894.0,561.0,0.25,891.95,555.85
894.0,561.0,0.26,892.1,556.2
894.0,561.0,0.27,892.25,556.55
894.0,561.0,0.28,892.4,556.9
894.0,561.0,0.29,892.55,557.25
894.0,561.0,0.3,892.7,557.6
896.0,566.0,0.31,892.95,558.15
896.0,566.0,0.32,893.2,558.7
896.0,566.0,0.33,893.45,559.25
896.0,566.0,0.34,893.7,559.8
896.0,566.0,0.35,893.95,560.35
896.0,566.0,0.36,894.2,560.9
897.0,569.0,0.37,894.4,561.5
897.0,569.0,0.38,894.6,562.1
897.0,569.0,0.39,894.8,562.7
897.0,569.0,0.4,895.0,563.3
897.0,569.0,0.41,895.2,563.9
897.0,569.0,0.42,895.4,564.5
897.0,572.0,0.43,895.6,565.25
897.0,572.0,0.44,895.8,566.0
897.0,572.0,0.45,895.95,566.55
897.0,572.0,0.46,896.1,567.1
897.0,572.0,0.47,896.25,567.65
897.0,572.0,0.48,896.4,568.2
897.0,572.0,0.49,896.55,568.75
897.0,573.0,0.5,896.7,569.35
897.0,573.0,0.51,896.75,569.7
897.0,573.0,0.52,896.8,570.05
897.0,573.0,0.53,896.85,570.4
897.0,573.0,0.54,896.9,570.75
897.0,573.0,0.55,896.95,571.1
897.0,573.0,0.56,897.0,571.45
897.0,573.0,0.57,897.0,571.65
897.0,573.0,0.58,897.0,571.85
897.0,573.0,0.59,897.0,572.05
897.0,573.0,0.6,897.0,572.25
897.0,573.0,0.61,897.0,572.45
897.0,573.0,0.62,897.0,572.65
1554.0,561.0,0.63,929.85,572.1
1554.0,561.0,0.64,962.7,571.55
1554.0,561.0,0.65,995.55,571.0
1554.0,561.0,0.66,1028.4,570.45
1554.0,561.0,0.67,1061.25,569.9
1554.0,561.0,0.68,1094.1,569.35
1632.0,533.0,0.69,1130.85,567.4
1632.0,533.0,0.7,1167.6,565.4
1632.0,533.0,0.71,1204.35,563.4
1632.0,533.0,0.72,1241.1,561.4
1632.0,533.0,0.73,1277.85,559.4
1632.0,533.0,0.74,1314.6,557.4
1743.0,495.0,0.75,1356.9,553.5
1743.0,495.0,0.76,1399.2,549.6
1743.0,495.0,0.77,1441.5,545.7
1743.0,495.0,0.78,1483.8,541.8
1743.0,495.0,0.79,1526.1,537.9
1743.0,495.0,0.8,1568.4,534.0
1772.0,495.0,0.81,1612.15,530.1
1772.0,495.0,0.82,1655.9,526.2
1772.0,495.0,0.83,1666.8,522.9
1772.0,495.0,0.84,1677.7,519.6
1772.0,495.0,0.85,1688.6,516.3
1772.0,495.0,0.86,1699.5,513.0
1785.0,492.0,0.87,1711.05,509.55
1785.0,492.0,0.88,1722.6,506.1
1785.0,492.0,0.89,1730.25,504.05
1785.0,492.0,0.9,1737.9,502.0
