x,y,t,x_avg,y_avg
955.0,621.0,0.0,944.6,614.3399999999999
951.0,617.4,0.01,943.75,613.89
951.0,617.4,0.02,943.1,613.6200000000001
951.0,617.4,0.03,942.45,613.35
948.0,615.6,0.04,941.7,613.125
948.0,615.6,0.05,941.1,612.99
948.0,615.6,0.06,940.5,612.855
945.0,614.7,0.07,939.75,613.1249999999999
945.0,614.7,0.08,939.15,613.4399999999999
945.0,614.7,0.09,938.55,613.755
943.0,612.9,0.1,937.95,614.07
943.0,612.9,0.11,937.35,614.745
943.0,612.9,0.12,936.75,615.42
940.0,612.0,0.13,936.15,616.095
940.0,612.0,0.14,935.65,617.22
940.0,612.0,0.15,935.15,618.345
939.0,612.0,0.16,934.65,619.47
939.0,612.0,0.17,934.2,620.955
939.0,612.0,0.18,933.75,622.44
939.0,612.0,0.19,944.6,614.3399999999999
938.0,612.0,0.2,943.75,613.89
938.0,612.0,0.21,943.1,613.6200000000001
938.0,612.0,0.22,942.45,613.35
936.0,612.9,0.23,941.7,613.125
936.0,612.9,0.24,941.1,612.99
936.0,612.9,0.25,940.5,612.855
933.0,621.0,0.26,939.75,613.1249999999999
933.0,621.0,0.27,939.15,613.4399999999999
933.0,621.0,0.28,938.55,613.755
933.0,621.0,0.29,937.95,614.07
931.0,626.4,0.3,937.35,614.745
931.0,626.4,0.31,936.75,615.42
931.0,626.4,0.32,936.15,616.095
930.0,634.5,0.33,935.65,617.22
930.0,634.5,0.34,935.15,618.345
930.0,634.5,0.35,934.65,619.47
930.0,641.7,0.36,934.2,620.955
930.0,641.7,0.37,933.75,622.44
930.0,641.7,0.38,933.3,623.9250000000001
931.0,653.4,0.39,932.9,625.9950000000001
931.0,653.4,0.4,932.55,628.065
931.0,653.4,0.41,932.2,630.135
933.0,659.7,0.42,931.95,632.52
933.0,659.7,0.43,931.8,634.86
933.0,659.7,0.44,931.65,637.2
935.0,665.1,0.45,931.6,639.8100000000002
935.0,665.1,0.46,931.7,642.0150000000001
935.0,665.1,0.47,931.8,644.22
938.0,669.6,0.48,932.05,646.6500000000001
938.0,669.6,0.49,932.3,649.0800000000002
938.0,669.6,0.5,932.65,651.2400000000001
939.0,671.4,0.51,933.05,653.49
939.0,671.4,0.52,933.45,655.74
939.0,671.4,0.53,933.9,657.585
939.0,671.4,0.54,934.35,659.43
939.0,671.4,0.55,934.8,661.2749999999999
939.0,671.4,0.56,935.25,662.76
939.0,671.4,0.57,935.7,664.2449999999999
939.0,671.4,0.58,936.15,665.7299999999999
939.0,671.4,0.59,936.55,666.6299999999999
939.0,671.4,0.6,936.95,667.53
939.0,671.4,0.61,937.35,668.43
939.0,671.4,0.62,937.65,669.015
939.0,671.4,0.63,937.95,669.6
939.0,671.4,0.64,938.25,670.185
939.0,671.4,0.65,938.45,670.4999999999999
939.0,671.4,0.66,938.65,670.8149999999999
939.0,671.4,0.67,938.85,671.1299999999999
939.0,671.4,0.68,938.9,671.2199999999999
939.0,671.4,0.69,938.95,671.3099999999998
939.0,671.4,0.7,939.0,671.3999999999999
939.0,670.5,0.71,939.0,671.3549999999999
939.0,670.5,0.72,939.0,671.31
939.0,670.5,0.73,939.0,671.265
939.0,669.6,0.74,939.0,671.175
939.0,669.6,0.75,939.0,671.085
939.0,669.6,0.76,939.0,670.995
939.0,666.0,0.77,939.0,670.7250000000001
939.0,666.0,0.78,939.0,670.4550000000002
939.0,666.0,0.79,939.0,670.185
