x,y,t,x_avg,y_avg
950.0,360.9,0.0,950.0,360.9
953.0,369.9,0.01,951.5,365.4
953.0,369.9,0.02,952.0,366.8999999999999
953.0,369.9,0.03,952.25,367.65
955.0,377.1,0.04,952.8,369.53999999999996
955.0,377.1,0.05,953.1666666666666,370.8
955.0,377.1,0.06,953.4285714285714,371.7
958.0,382.5,0.07,954.0,373.05
958.0,382.5,0.08,954.4444444444445,374.1
958.0,382.5,0.09,954.8,374.94
960.0,386.1,0.1,955.2727272727273,375.95454545454544
960.0,386.1,0.11,955.6666666666666,376.8
960.0,386.1,0.12,956.0,377.5153846153846
961.0,387.0,0.13,956.3571428571429,378.1928571428571
961.0,387.0,0.14,956.6666666666666,378.78
961.0,387.0,0.15,956.9375,379.29375
961.0,387.0,0.16,957.1764705882352,379.7470588235294
961.0,387.0,0.17,957.3888888888889,380.15
961.0,387.0,0.18,957.578947368421,380.5105263157895
961.0,387.0,0.19,957.75,380.835
961.0,387.0,0.2,958.3,382.14
961.0,387.0,0.21,958.7,382.995
961.0,387.0,0.22,959.1,383.85
961.0,387.0,0.23,959.5,384.70500000000004
961.0,387.9,0.24,959.8,385.245
961.0,387.9,0.25,960.1,385.78499999999997
963.0,389.7,0.26,960.5,386.415
963.0,389.7,0.27,960.75,386.775
963.0,389.7,0.28,961.0,387.13500000000005
963.0,389.7,0.29,961.25,387.495
964.0,390.6,0.3,961.45,387.71999999999997
964.0,390.6,0.31,961.65,387.945
964.0,390.6,0.32,961.85,388.17
966.0,392.4,0.33,962.1,388.44
966.0,392.4,0.34,962.35,388.71
966.0,392.4,0.35,962.6,388.98
969.0,395.1,0.36,963.0,389.385
969.0,395.1,0.37,963.4,389.79
969.0,395.1,0.38,963.8,390.19500000000005
971.0,396.0,0.39,964.3,390.64500000000004
971.0,396.0,0.4,964.8,391.095
971.0,396.0,0.41,965.3,391.545
971.0,396.0,0.42,965.8,391.995
971.0,396.0,0.43,966.3,392.44500000000005
971.0,396.0,0.44,966.8,392.85
978.0,394.2,0.45,967.65,393.165
978.0,394.2,0.46,968.4,393.39
1145.0,266.40000000000003,0.47,977.5,387.225
1145.0,266.40000000000003,0.48,986.6,381.06
1075.0,90.0,0.49,992.2,366.075
1075.0,90.0,0.5,997.75,351.045
1075.0,90.0,0.51,1003.3,336.015
1060.0,62.1,0.52,1008.1,319.59
1060.0,62.1,0.53,1012.8,303.075
1060.0,62.1,0.54,1017.5,286.56000000000006
1063.0,47.7,0.55,1022.35,269.325
1063.0,47.7,0.56,1027.05,251.955
1063.0,47.7,0.57,1031.75,234.58499999999998
1065.0,36.9,0.58,1036.55,216.675
1065.0,36.9,0.59,1041.25,198.72
1065.0,36.9,0.6,1045.95,180.76500000000001
1063.0,27.9,0.61,1050.55,162.36
1063.0,27.9,0.62,1055.15,143.955
1063.0,27.9,0.63,1059.75,125.55
1061.0,27.0,0.64,1064.25,107.1
1061.0,27.0,0.65,1068.4,88.74000000000001
1061.0,27.0,0.66,1072.55,70.38000000000001
1060.0,25.2,0.67,1068.3,58.32000000000001
1060.0,25.2,0.68,1064.05,46.260000000000005
1060.0,25.2,0.69,1063.3,43.019999999999996
1059.0,21.6,0.7,1062.5,39.6
1059.0,21.6,0.71,1061.7,36.18
1059.0,21.6,0.72,1061.65,34.155
1059.0,21.6,0.73,1061.6,32.129999999999995
1058.0,17.1,0.74,1061.5,29.880000000000003
1058.0,17.1,0.75,1061.25,28.35
1056.0,14.4,0.76,1060.9,26.684999999999995
1056.0,14.4,0.77,1060.55,25.02
1056.0,14.4,0.78,1060.1,23.895
1056.0,12.6,0.79,1059.65,22.68
1056.0,12.6,0.8,1059.2,21.465
1056.0,12.6,0.81,1058.85,20.7
1056.0,11.7,0.82,1058.5,19.89
1056.0,11.7,0.83,1058.15,19.080000000000002
1056.0,11.7,0.84,1057.9,18.315
1056.0,11.7,0.85,1057.65,17.55
1056.0,11.7,0.86,1057.4,16.785
1056.0,9.9,0.87,1057.2,16.020000000000003
1056.0,9.9,0.88,1057.0,15.255
1056.0,9.9,0.89,1056.8,14.49
1056.0,9.0,0.9,1056.65,13.86
