x,y,t
1190.0,579.0,0.0
1190.0,579.0,0.01
1188.0,579.0,0.02
1188.0,579.0,0.03
1188.0,579.0,0.04
1187.0,582.0,0.05
1187.0,582.0,0.06
1187.0,582.0,0.07
1185.0,588.0,0.08
1185.0,588.0,0.09
1185.0,588.0,0.1
1185.0,588.0,0.11
1185.0,596.0,0.12
1185.0,596.0,0.13
1185.0,603.0,0.14
1185.0,603.0,0.15
1185.0,603.0,0.16
1185.0,609.0,0.17
1185.0,609.0,0.18
1185.0,609.0,0.19
1185.0,614.0,0.2
1185.0,614.0,0.21
1185.0,614.0,0.22
1185.0,614.0,0.23
1185.0,614.0,0.24
1185.0,617.0,0.25
1185.0,617.0,0.26
1185.0,617.0,0.27
1185.0,618.0,0.28
1185.0,618.0,0.29
1185.0,618.0,0.3
1185.0,618.0,0.31
1185.0,620.0,0.32
1185.0,620.0,0.33
1185.0,620.0,0.34
1185.0,621.0,0.35
1185.0,621.0,0.36
1185.0,621.0,0.37
1185.0,621.0,0.38
1185.0,621.0,0.39
1185.0,621.0,0.4
1185.0,621.0,0.41
1185.0,621.0,0.42
1185.0,621.0,0.43
1185.0,621.0,0.44
1185.0,621.0,0.45
1185.0,621.0,0.46
1185.0,620.0,0.47
1185.0,620.0,0.48
1185.0,618.0,0.49
1185.0,618.0,0.5
1185.0,618.0,0.51
1185.0,618.0,0.52
1184.0,614.0,0.53
1184.0,614.0,0.54
1184.0,614.0,0.55
1182.0,608.0,0.56
1182.0,608.0,0.57
1182.0,608.0,0.58
1182.0,608.0,0.59
1181.0,603.0,0.6
1181.0,603.0,0.61
1181.0,603.0,0.62
1179.0,600.0,0.63
1179.0,600.0,0.64
1179.0,600.0,0.65
1179.0,600.0,0.66
1179.0,600.0,0.67
1179.0,600.0,0.68
1184.0,608.0,0.69
1184.0,608.0,0.7
1184.0,608.0,0.71
1184.0,608.0,0.72
1193.0,623.0,0.73
1193.0,623.0,0.74
1200.0,636.0,0.75
1200.0,636.0,0.76
1200.0,636.0,0.77
1200.0,636.0,0.78
1200.0,636.0,0.79
1200.0,636.0,0.8
1202.0,632.0,0.81
1202.0,632.0,0.82
1202.0,632.0,0.83
1202.0,632.0,0.84
1199.0,236.0,0.85
1199.0,236.0,0.86
1199.0,236.0,0.87
1203.0,213.0,0.88
1203.0,213.0,0.89
1203.0,213.0,0.9
1200.0,200.0,0.91
1200.0,200.0,0.92
1200.0,200.0,0.93
1200.0,200.0,0.94
1200.0,200.0,0.95
1199.0,192.0,0.96
1199.0,192.0,0.97
1197.0,191.0,0.98
1197.0,191.0,0.99
1194.0,188.0,1.0
1194.0,188.0,1.01
1194.0,186.0,1.02
1194.0,186.0,1.03
1194.0,186.0,1.04
1194.0,183.0,1.05
1194.0,183.0,1.06
1194.0,183.0,1.07
1194.0,179.0,1.08
1194.0,179.0,1.09
1194.0,179.0,1.1
1194.0,179.0,1.11
1194.0,174.0,1.12
1194.0,174.0,1.13
1194.0,168.0,1.14
