x,y,t
1023.0,522.9,0.0
1023.0,522.9,0.01
1023.0,522.9,0.02
1023.0,522.9,0.03
1023.0,522.9,0.04
1021.0,522.9,0.05
1021.0,522.9,0.06
1021.0,522.9,0.07
1020.0,522.9,0.08
1020.0,522.9,0.09
1020.0,522.9,0.1
1019.0,522.9,0.11
1019.0,522.9,0.12
1019.0,522.9,0.13
1019.0,522.9,0.14
1018.0,522.9,0.15
1018.0,522.9,0.16
1018.0,522.9,0.17
1018.0,522.9,0.18
1018.0,522.9,0.19
1018.0,522.9,0.2
1016.0,522.0,0.21
1016.0,522.0,0.22
1016.0,522.0,0.23
1015.0,521.1,0.24
1015.0,521.1,0.25
1015.0,521.1,0.26
1015.0,520.2,0.27
1015.0,520.2,0.28
1015.0,520.2,0.29
1015.0,520.2,0.3
1015.0,518.4,0.31
1015.0,518.4,0.32
1015.0,518.4,0.33
1015.0,517.5,0.34
1015.0,517.5,0.35
1015.0,517.5,0.36
1015.0,516.6,0.37
1015.0,516.6,0.38
1015.0,516.6,0.39
1015.0,516.6,0.4
1015.0,516.6,0.41
1015.0,516.6,0.42
1015.0,516.6,0.43
1015.0,516.6,0.44
1015.0,516.6,0.45
1015.0,516.6,0.46
1015.0,516.6,0.47
1015.0,516.6,0.48
1015.0,516.6,0.49
1016.0,518.4,0.5
1016.0,518.4,0.51
1016.0,518.4,0.52
1001.0,743.4,0.53
1001.0,743.4,0.54
1001.0,743.4,0.55
1016.0,837.0,0.56
1016.0,837.0,0.57
1016.0,837.0,0.58
1029.0,848.7,0.59
1029.0,848.7,0.6
1029.0,848.7,0.61
1033.0,857.7,0.62
1033.0,857.7,0.63
1033.0,857.7,0.64
1029.0,863.1,0.65
1029.0,863.1,0.66
1029.0,863.1,0.67
1029.0,863.1,0.68
1029.0,863.1,0.69
1026.0,903.6,0.7
1026.0,903.6,0.71
1026.0,903.6,0.72
1000.0,950.4,0.73
1000.0,950.4,0.74
1000.0,950.4,0.75
963.0,1020.6,0.76
963.0,1020.6,0.77
963.0,1020.6,0.78
951.0,1029.6000000000001,0.79
951.0,1029.6000000000001,0.8
951.0,1029.6000000000001,0.81
946.0,1033.2,0.82
946.0,1033.2,0.83
946.0,1033.2,0.84
945.0,1033.2,0.85
945.0,1033.2,0.86
945.0,1033.2,0.87
944.0,1033.2,0.88
944.0,1033.2,0.89
944.0,1033.2,0.9
943.0,1033.2,0.91
943.0,1033.2,0.92
943.0,1033.2,0.93
940.0,1034.1000000000001,0.94
940.0,1034.1000000000001,0.95
940.0,1034.1000000000001,0.96
938.0,1035.0,0.97
938.0,1035.0,0.98
938.0,1035.0,0.99
934.0,1037.7,1.0
934.0,1037.7,1.01
934.0,1037.7,1.02
930.0,1039.5,1.03
930.0,1039.5,1.04
930.0,1039.5,1.05
926.0,1042.2,1.06
926.0,1042.2,1.07
926.0,1042.2,1.08
924.0,1044.0,1.09
924.0,1044.0,1.1
924.0,1044.0,1.11
923.0,1046.7,1.12
923.0,1046.7,1.13
923.0,1046.7,1.14
923.0,1046.7,1.15
921.0,1046.7,1.16
921.0,1046.7,1.17
921.0,1046.7,1.18
978.0,734.4,1.19
978.0,734.4,1.2
978.0,734.4,1.21
1046.0,752.4,1.22
1046.0,752.4,1.23
1046.0,752.4,1.24
1049.0,587.7,1.25
1049.0,587.7,1.26
1049.0,587.7,1.27
1045.0,549.9,1.28
1045.0,549.9,1.29
1045.0,549.9,1.3
1025.0,525.6,1.31
1025.0,525.6,1.32
1025.0,525.6,1.33
1014.0,508.5,1.34
1014.0,508.5,1.35
1014.0,508.5,1.36
1014.0,508.5,1.37
1014.0,508.5,1.38
998.0,471.6,1.39
998.0,471.6,1.4
998.0,471.6,1.41
998.0,459.0,1.42
998.0,459.0,1.43
996.0,458.1,1.44
996.0,458.1,1.45
996.0,458.1,1.46
996.0,458.1,1.47
996.0,457.2,1.48
996.0,457.2,1.49
996.0,457.2,1.5
995.0,454.5,1.51
995.0,454.5,1.52
995.0,454.5,1.53
994.0,450.90000000000003,1.54
994.0,450.90000000000003,1.55
994.0,450.90000000000003,1.56
994.0,448.2,1.57
994.0,448.2,1.58
994.0,448.2,1.59
994.0,444.6,1.6
994.0,444.6,1.61
994.0,444.6,1.62
995.0,441.90000000000003,1.63
995.0,441.90000000000003,1.64
995.0,441.90000000000003,1.65
998.0,440.1,1.66
998.0,440.1,1.67
998.0,440.1,1.68
1001.0,439.2,1.69
1001.0,439.2,1.7
1001.0,439.2,1.71
1006.0,439.2,1.72
1006.0,439.2,1.73
1006.0,439.2,1.74
1006.0,439.2,1.75
1006.0,439.2,1.76
1013.0,439.2,1.77
1013.0,439.2,1.78
1013.0,439.2,1.79
1020.0,439.2,1.8
1020.0,439.2,1.81
1020.0,439.2,1.82
1029.0,440.1,1.83
1029.0,440.1,1.84
1029.0,440.1,1.85
1038.0,441.90000000000003,1.86
1038.0,441.90000000000003,1.87
1038.0,441.90000000000003,1.88
1046.0,444.6,1.89
1046.0,444.6,1.9
1046.0,444.6,1.91
1055.0,448.2,1.92
1055.0,448.2,1.93
1055.0,448.2,1.94
1063.0,450.90000000000003,1.95
1063.0,450.90000000000003,1.96
1063.0,450.90000000000003,1.97
1069.0,454.5,1.98
1069.0,454.5,1.99
1075.0,459.0,2.0
1075.0,459.0,2.01
1075.0,459.0,2.02
1029.0,765.9,2.03
1029.0,765.9,2.04
1029.0,765.9,2.05
1021.0,836.1,2.06
1021.0,836.1,2.07
1021.0,836.1,2.08
1021.0,836.1,2.09
994.0,941.4,2.1
994.0,941.4,2.11
994.0,941.4,2.12
981.0,965.7,2.13
981.0,965.7,2.14
981.0,965.7,2.15
973.0,979.2,2.16
973.0,979.2,2.17
973.0,979.2,2.18
964.0,990.9,2.19
964.0,990.9,2.2
964.0,990.9,2.21
964.0,990.9,2.22
963.0,990.9,2.23
963.0,990.9,2.24
963.0,990.9,2.25
960.0,992.7,2.26
960.0,992.7,2.27
960.0,992.7,2.28
958.0,994.5,2.29
958.0,994.5,2.3
958.0,994.5,2.31
950.0,1007.1,2.32
950.0,1007.1,2.33
950.0,1007.1,2.34
946.0,1011.6,2.35
946.0,1011.6,2.36
946.0,1011.6,2.37
946.0,1011.6,2.38
944.0,1016.1,2.39
944.0,1016.1,2.4
941.0,1020.6,2.41
941.0,1020.6,2.42
941.0,1020.6,2.43
941.0,1020.6,2.44
941.0,1020.6,2.45
939.0,1024.2,2.46
939.0,1024.2,2.47
939.0,1024.2,2.48
936.0,1026.9,2.49
936.0,1026.9,2.5
936.0,1026.9,2.51
934.0,1030.5,2.52
934.0,1030.5,2.53
934.0,1030.5,2.54
933.0,1033.2,2.55
933.0,1033.2,2.56
933.0,1033.2,2.57
931.0,1035.9,2.58
931.0,1035.9,2.59
931.0,1035.9,2.6
930.0,1039.5,2.61
930.0,1039.5,2.62
930.0,1039.5,2.63
929.0,1044.0,2.64
929.0,1044.0,2.65
929.0,1044.0,2.66
928.0,1044.9,2.67
928.0,1044.9,2.68
928.0,1044.9,2.69
980.0,799.2,2.7
980.0,799.2,2.71
980.0,799.2,2.72
935.0,605.7,2.73
935.0,605.7,2.74
935.0,605.7,2.75
954.0,566.1,2.76
954.0,566.1,2.77
954.0,566.1,2.78
963.0,548.1,2.79
963.0,548.1,2.8
963.0,548.1,2.81
963.0,548.1,2.82
963.0,548.1,2.83
964.0,529.2,2.84
964.0,529.2,2.85
964.0,529.2,2.86
965.0,516.6,2.87
965.0,516.6,2.88
965.0,516.6,2.89
965.0,515.7,2.9
965.0,515.7,2.91
965.0,515.7,2.92
965.0,503.1,2.93
965.0,503.1,2.94
965.0,503.1,2.95
964.0,495.0,2.96
964.0,495.0,2.97
964.0,495.0,2.98
963.0,488.7,2.99
961.0,484.2,3.0
961.0,484.2,3.01
961.0,484.2,3.02
961.0,484.2,3.03
960.0,480.6,3.04
960.0,480.6,3.05
959.0,477.0,3.06
959.0,477.0,3.07
959.0,477.0,3.08
959.0,477.0,3.09
958.0,473.40000000000003,3.1
958.0,473.40000000000003,3.11
958.0,473.40000000000003,3.12
958.0,471.6,3.13
958.0,471.6,3.14
958.0,471.6,3.15
958.0,471.6,3.16
958.0,471.6,3.17
958.0,470.7,3.18
958.0,470.7,3.19
958.0,468.90000000000003,3.2
958.0,468.90000000000003,3.21
958.0,468.90000000000003,3.22
958.0,468.0,3.23
958.0,468.0,3.24
958.0,468.0,3.25
958.0,468.0,3.26
959.0,467.1,3.27
959.0,467.1,3.28
959.0,467.1,3.29
963.0,467.1,3.3
963.0,467.1,3.31
963.0,467.1,3.32
968.0,468.0,3.33
968.0,468.0,3.34
968.0,468.0,3.35
976.0,471.6,3.36
976.0,471.6,3.37
976.0,471.6,3.38
985.0,476.1,3.39
985.0,476.1,3.4
985.0,476.1,3.41
994.0,480.6,3.42
994.0,480.6,3.43
994.0,480.6,3.44
1004.0,485.1,3.45
1004.0,485.1,3.46
1004.0,485.1,3.47
1011.0,488.7,3.48
1011.0,488.7,3.49
1011.0,488.7,3.5
1011.0,488.7,3.51
1019.0,491.40000000000003,3.52
1019.0,491.40000000000003,3.53
1019.0,491.40000000000003,3.54
1019.0,491.40000000000003,3.55
1026.0,495.0,3.56
1026.0,495.0,3.57
1026.0,495.0,3.58
1033.0,497.7,3.59
1033.0,497.7,3.6
1033.0,497.7,3.61
1036.0,498.6,3.62
1036.0,498.6,3.63
1036.0,498.6,3.64
1041.0,499.5,3.65
1041.0,499.5,3.66
1041.0,499.5,3.67
1045.0,499.5,3.68
1045.0,499.5,3.69
1045.0,499.5,3.7
1048.0,499.5,3.71
1048.0,499.5,3.72
1048.0,499.5,3.73
1049.0,499.5,3.74
1049.0,499.5,3.75
1049.0,499.5,3.76
1050.0,499.5,3.77
1050.0,499.5,3.78
1050.0,499.5,3.79
1050.0,499.5,3.8
1050.0,499.5,3.81
1050.0,499.5,3.82
1050.0,499.5,3.83
1050.0,499.5,3.84
1050.0,499.5,3.85
1050.0,499.5,3.86
1050.0,499.5,3.87
1050.0,499.5,3.88
1050.0,499.5,3.89
1050.0,499.5,3.9
1050.0,498.6,3.91
1050.0,498.6,3.92
1050.0,498.6,3.93
1049.0,498.6,3.94
1049.0,498.6,3.95
1049.0,498.6,3.96
1048.0,498.6,3.97
1048.0,498.6,3.98
1048.0,498.6,3.99
