x,y,t,x_avg,y_avg
710.0,656.1,0.0,710.0,656.1
710.0,656.1,0.01,710.0,656.1
710.0,656.1,0.02,710.0,656.1
710.0,656.1,0.03,710.0,656.1
710.0,655.2,0.04,710.0,655.9200000000001
710.0,655.2,0.05,710.0,655.8000000000001
710.0,655.2,0.06,710.0,655.7142857142857
710.0,655.2,0.07,710.0,655.6500000000001
710.0,653.4,0.08,710.0,655.4000000000001
710.0,653.4,0.09,710.0,655.2
710.0,652.5,0.1,710.0,654.9545454545455
710.0,652.5,0.11,710.0,654.75
710.0,652.5,0.12,710.0,654.5769230769231
710.0,652.5,0.13,710.0,654.4285714285714
710.0,652.5,0.14,710.0,654.3
845.0,864.9,0.15,718.4375,667.4625
845.0,864.9,0.16,725.8823529411765,679.0764705882352
845.0,864.9,0.17,732.5,689.4000000000001
895.0,1066.5,0.18,741.0526315789474,709.2473684210527
895.0,1066.5,0.19,748.75,727.11
895.0,1066.5,0.2,758.0,747.63
890.0,1069.2,0.21,767.0,768.285
890.0,1069.2,0.22,776.0,788.94
890.0,1069.2,0.23,785.0,809.595
878.0,1049.4,0.24,793.4,829.305
878.0,1049.4,0.25,801.8,849.015
878.0,1049.4,0.26,810.2,868.725
878.0,1049.4,0.27,818.6,888.4350000000001
871.0,1039.5,0.28,826.65,907.7400000000001
871.0,1039.5,0.29,834.7,927.0450000000001
870.0,1038.6,0.3,842.7,946.35
870.0,1038.6,0.31,850.7,965.6550000000001
870.0,1038.6,0.32,858.7,984.96
868.0,1035.9,0.33,866.6,1004.1300000000001
868.0,1035.9,0.34,874.5,1023.3
868.0,1035.9,0.35,875.65,1031.85
868.0,1035.9,0.36,876.8,1040.4
865.0,1033.2,0.37,877.8,1048.815
865.0,1033.2,0.38,876.3,1047.15
863.0,1029.6,0.39,874.7,1045.3049999999998
863.0,1029.6,0.4,873.1,1043.46
863.0,1029.6,0.41,871.75,1041.48
860.0,1026.0,0.42,870.25,1039.3200000000002
860.0,1026.0,0.43,868.75,1037.16
860.0,1026.0,0.44,867.85,1035.99
858.0,1024.2,0.45,866.85,1034.73
858.0,1024.2,0.46,865.85,1033.47
858.0,1024.2,0.47,864.85,1032.21
858.0,1024.2,0.48,864.2,1031.445
858.0,1024.2,0.49,863.55,1030.6799999999998
856.0,1021.5,0.5,862.85,1029.825
856.0,1021.5,0.51,862.15,1028.9699999999998
856.0,1021.5,0.52,861.45,1028.115
854.0,1019.7,0.53,860.75,1027.3049999999998
854.0,1019.7,0.54,860.05,1026.4950000000001
854.0,1019.7,0.55,859.35,1025.685
720.0,770.4,0.56,851.95,1012.4100000000001
720.0,770.4,0.57,844.7,999.2700000000001
720.0,770.4,0.58,837.45,986.1299999999999
719.0,723.6,0.59,830.25,970.8300000000002
719.0,723.6,0.6,823.05,955.53
719.0,723.6,0.61,815.85,940.2300000000001
709.0,700.2,0.62,808.3,923.9400000000002
709.0,700.2,0.63,800.75,907.65
709.0,700.2,0.64,793.2,891.36
700.0,687.6,0.65,785.3,874.5300000000001
700.0,687.6,0.66,777.4,857.7
700.0,687.6,0.67,769.5,840.8700000000001
700.0,687.6,0.68,761.6,824.04
691.0,678.6,0.69,753.25,806.76
691.0,678.6,0.7,745.0,789.615
388.0,563.4,0.71,721.6,766.7099999999999
388.0,563.4,0.72,698.2,743.8050000000001
388.0,563.4,0.73,674.9,720.99
0.0,192.6,0.74,632.2,679.635
0.0,192.6,0.75,589.5,638.28
0.0,192.6,0.76,553.5,609.39
0.0,192.6,0.77,517.5,580.5
0.0,0.0,0.78,481.5,541.98
0.0,0.0,0.79,445.55,505.8
0.0,0.0,0.8,409.6,469.62
0.0,0.0,0.81,373.65,433.44000000000005
0.0,0.0,0.82,338.2,398.43
0.0,0.0,0.83,302.75,363.42
0.0,0.0,0.84,267.3,328.41
0.0,0.0,0.85,232.3,294.03000000000003
0.0,0.0,0.86,197.3,259.65
0.0,0.0,0.87,162.3,225.27000000000004
0.0,0.0,0.88,127.3,190.89000000000001
0.0,0.0,0.89,92.75,156.95999999999998
0.0,0.0,0.9,58.2,123.02999999999997
0.0,0.0,0.91,38.8,94.86
0.0,0.0,0.92,19.4,66.69
0.0,0.0,0.93,0.0,38.519999999999996
0.0,0.0,0.94,0.0,28.889999999999997
0.0,0.0,0.95,0.0,19.259999999999998
0.0,0.0,0.96,0.0,9.629999999999999
0.0,0.0,0.97,0.0,0.0
0.0,0.0,0.98,0.0,0.0
0.0,0.0,0.99,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.01,0.0,0.0
0.0,0.0,1.02,0.0,0.0
0.0,0.0,1.03,0.0,0.0
0.0,0.0,1.04,0.0,0.0
0.0,0.0,1.05,0.0,0.0
0.0,0.0,1.06,0.0,0.0
0.0,0.0,1.07,0.0,0.0
0.0,0.0,1.08,0.0,0.0
0.0,0.0,1.09,0.0,0.0
0.0,0.0,1.1,0.0,0.0
0.0,0.0,1.11,0.0,0.0
0.0,0.0,1.12,0.0,0.0
0.0,0.0,1.13,0.0,0.0
229.0,530.1,1.14,11.45,26.505000000000003
229.0,530.1,1.15,22.9,53.010000000000005
229.0,530.1,1.16,34.35,79.51500000000001
601.0,697.5,1.17,64.4,114.39000000000001
601.0,697.5,1.18,94.45,149.26500000000001
601.0,697.5,1.19,124.5,184.14000000000001
601.0,697.5,1.2,154.55,219.01500000000001
601.0,697.5,1.21,184.6,253.89000000000001
655.0,677.7,1.22,217.35,287.775
655.0,677.7,1.23,250.1,321.65999999999997
655.0,677.7,1.24,282.85,355.545
669.0,656.1,1.25,316.3,388.35
669.0,656.1,1.26,349.75,421.15500000000003
669.0,656.1,1.27,383.2,453.96000000000004
674.0,638.1,1.28,416.9,485.86500000000007
674.0,638.1,1.29,450.6,517.77
674.0,638.1,1.3,484.3,549.675
673.0,629.1,1.31,517.95,581.13
673.0,629.1,1.32,551.6,612.585
673.0,629.1,1.33,585.25,644.0400000000001
669.0,626.4,1.34,607.25,648.855
669.0,626.4,1.35,629.25,653.67
669.0,626.4,1.36,651.25,658.485
655.0,620.1,1.37,653.95,654.615
655.0,620.1,1.38,656.65,650.7450000000001
655.0,620.1,1.39,659.35,646.8750000000001
639.0,612.9,1.4,661.25,642.6450000000001
639.0,612.9,1.41,663.15,638.4150000000001
639.0,612.9,1.42,662.35,635.175
623.0,608.4,1.43,660.75,631.7099999999999
623.0,608.4,1.44,659.15,628.2450000000001
623.0,608.4,1.45,656.85,625.86
511.0,570.6,1.46,648.95,621.585
511.0,570.6,1.47,641.05,617.31
511.0,570.6,1.48,632.9,613.935
511.0,570.6,1.49,624.75,610.5600000000001
510.0,567.9,1.5,616.55,607.05
510.0,567.9,1.51,608.4,603.99
