x,y,t,x_avg,y_avg
1044.0,687.6,0.0,1044.0,687.6
1044.0,687.6,0.01,1044.0,687.6
1044.0,688.5,0.02,1044.0,687.9
1044.0,688.5,0.03,1044.0,688.05
1044.0,688.5,0.04,1044.0,688.14
1044.0,688.5,0.05,1044.0,688.1999999999999
1044.0,689.4,0.06,1044.0,688.3714285714286
1044.0,689.4,0.07,1044.0,688.5
1044.0,689.4,0.08,1044.0,688.5999999999999
1044.0,691.2,0.09,1044.0,688.86
1044.0,691.2,0.1,1044.0,689.0727272727273
1044.0,691.2,0.11,1044.0,689.25
1045.0,692.1,0.12,1044.076923076923,689.4692307692308
1045.0,692.1,0.13,1044.142857142857,689.657142857143
1045.0,692.1,0.14,1044.2,689.8199999999999
1046.0,693.9,0.15,1044.3125,690.075
1046.0,693.9,0.16,1044.4117647058824,690.3000000000001
1046.0,693.9,0.17,1044.5,690.5
1049.0,696.6,0.18,1044.7368421052631,690.8210526315789
1049.0,696.6,0.19,1044.95,691.11
1049.0,696.6,0.2,1045.2,691.5600000000001
1053.0,700.2,0.21,1045.65,692.1899999999999
1053.0,700.2,0.22,1046.1,692.775
1053.0,700.2,0.23,1046.55,693.3599999999999
1056.0,702.9,0.24,1047.15,694.08
1056.0,702.9,0.25,1047.75,694.8
1056.0,702.9,0.26,1048.35,695.475
1056.0,702.9,0.27,1048.95,696.15
1060.0,706.5,0.28,1049.75,697.005
1060.0,706.5,0.29,1050.55,697.77
1060.0,706.5,0.3,1051.35,698.5350000000001
1064.0,709.2,0.31,1052.35,699.4350000000001
1064.0,709.2,0.32,1053.3,700.29
1064.0,709.2,0.33,1054.25,701.145
1065.0,710.1,0.34,1055.25,702.045
1065.0,710.1,0.35,1056.2,702.855
1065.0,710.1,0.36,1057.15,703.665
1065.0,710.1,0.37,1058.1,704.475
1066.0,710.1,0.38,1058.95,705.15
1066.0,710.1,0.39,1059.8,705.825
1066.0,710.1,0.4,1060.65,706.5000000000001
1066.0,710.1,0.41,1061.3,706.9950000000001
1066.0,710.1,0.42,1061.95,707.49
1066.0,710.1,0.43,1062.6,707.985
1066.0,710.1,0.44,1063.1,708.345
1066.0,710.1,0.45,1063.6,708.705
1066.0,710.1,0.46,1064.1,709.065
1066.0,710.1,0.47,1064.6,709.425
1066.0,710.1,0.48,1064.9,709.605
1066.0,710.1,0.49,1065.2,709.7850000000001
1066.0,710.1,0.5,1065.5,709.965
1066.0,710.1,0.51,1065.6,710.01
1066.0,710.1,0.52,1065.7,710.0550000000001
1066.0,709.2,0.53,1065.8,710.0550000000001
1066.0,709.2,0.54,1065.85,710.01
1066.0,709.2,0.55,1065.9,709.9649999999999
1066.0,707.4,0.56,1065.95,709.8300000000002
1066.0,707.4,0.57,1066.0,709.695
1066.0,707.4,0.58,1066.0,709.5600000000001
1066.0,706.5,0.59,1066.0,709.38
1066.0,706.5,0.6,1066.0,709.2
1066.0,706.5,0.61,1066.0,709.0200000000001
1066.0,706.5,0.62,1066.0,708.84
1066.0,706.5,0.63,1066.0,708.6600000000001
1065.0,705.6,0.64,1065.95,708.4350000000001
1065.0,705.6,0.65,1065.9,708.21
1065.0,705.6,0.66,1065.85,707.9849999999999
1064.0,704.7,0.67,1065.75,707.715
1064.0,704.7,0.68,1065.65,707.445
1064.0,704.7,0.69,1065.55,707.175
1063.0,702.9,0.7,1065.4,706.8149999999999
1063.0,702.9,0.71,1065.25,706.455
1063.0,702.9,0.72,1065.1,706.095
1061.0,702.0,0.73,1064.85,705.735
1061.0,702.0,0.74,1064.6,705.375
1061.0,702.0,0.75,1064.35,705.0150000000001
1060.0,701.1,0.76,1064.05,704.7
1060.0,701.1,0.77,1063.75,704.385
1060.0,701.1,0.78,1063.45,704.0699999999999
1059.0,700.2,0.79,1063.1,703.755
1059.0,700.2,0.8,1062.75,703.4399999999999
1059.0,700.2,0.81,1062.4,703.125
1058.0,700.2,0.82,1062.0,702.8100000000001
1058.0,700.2,0.83,1061.6,702.495
1058.0,700.2,0.84,1061.25,702.225
1056.0,700.2,0.85,1060.8,701.9550000000002
1056.0,700.2,0.86,1060.35,701.6850000000001
1056.0,700.2,0.87,1059.95,701.46
1055.0,698.4,0.88,1059.5,701.145
1055.0,698.4,0.89,1059.05,700.83
1055.0,698.4,0.9,1058.65,700.605
1054.0,696.6,0.91,1058.2,700.29
1054.0,696.6,0.92,1057.75,699.975
1054.0,696.6,0.93,1057.4,699.705
1055.0,689.4,0.94,1057.1,699.075
1055.0,689.4,0.95,1056.8,698.4449999999999
1055.0,689.4,0.96,1056.55,697.8599999999999
1055.0,689.4,0.97,1056.3,697.2750000000001
1055.0,689.4,0.98,1056.05,696.69
1128.0,526.5,0.99,1059.5,688.005
1163.0,390.6,1.0,1064.7,672.5250000000001
1163.0,390.6,1.01,1069.9,657.045
1163.0,390.6,1.02,1075.15,641.5649999999999
1186.0,282.6,1.03,1081.55,620.6850000000001
1186.0,282.6,1.04,1087.95,599.8050000000001
1186.0,282.6,1.05,1094.45,578.925
1174.0,52.2,1.06,1100.35,546.525
1174.0,52.2,1.07,1106.25,514.125
1174.0,52.2,1.08,1112.2,481.81499999999994
1109.0,0.0,1.09,1114.9,446.895
1109.0,0.0,1.1,1117.6,411.975
1109.0,0.0,1.11,1120.35,377.14500000000004
1089.0,0.0,1.12,1122.1,342.315
1089.0,0.0,1.13,1123.85,307.485
1089.0,0.0,1.14,1125.55,273.015
1061.0,0.0,1.15,1125.85,238.54500000000002
1061.0,0.0,1.16,1126.15,204.075
1061.0,0.0,1.17,1126.45,169.60500000000002
1060.0,0.0,1.18,1126.7,135.13500000000002
1060.0,0.0,1.19,1123.3,108.81000000000002
1060.0,0.0,1.2,1118.15,89.28
1063.0,0.0,1.21,1113.15,69.75
1063.0,0.0,1.22,1108.15,50.220000000000006
1063.0,0.0,1.23,1102.0,36.09
1070.0,0.0,1.24,1096.2,21.96
1070.0,0.0,1.25,1090.4,7.830000000000001
1070.0,0.0,1.26,1085.2,5.220000000000001
1070.0,0.0,1.27,1080.0,2.6100000000000003
1070.0,0.0,1.28,1074.8,0.0
1070.0,0.0,1.29,1072.85,0.0
1081.0,0.0,1.3,1071.45,0.0
1081.0,0.0,1.31,1070.05,0.0
1081.0,0.0,1.32,1069.65,0.0
1081.0,0.0,1.33,1069.25,0.0
1081.0,0.0,1.34,1068.85,0.0
1136.0,0.0,1.35,1072.6,0.0
1136.0,0.0,1.36,1076.35,0.0
1136.0,0.0,1.37,1080.1,0.0
1138.0,0.0,1.38,1084.0,0.0
1138.0,0.0,1.39,1087.9,0.0
1138.0,0.0,1.4,1091.8,0.0
1141.0,0.0,1.41,1095.7,0.0
1141.0,0.0,1.42,1099.6,0.0
1141.0,0.0,1.43,1103.5,0.0
1146.0,0.0,1.44,1107.3,0.0
1146.0,0.0,1.45,1111.1,0.0
1146.0,0.0,1.46,1114.9,0.0
1150.0,0.0,1.47,1118.9,0.0
1150.0,0.0,1.48,1122.9,0.0
1150.0,0.0,1.49,1126.9,0.0
1150.0,0.0,1.5,1130.35,0.0
1153.0,0.0,1.51,1133.95,0.0
1153.0,0.0,1.52,1137.55,0.0
1154.0,0.0,1.53,1141.2,0.0
1154.0,0.0,1.54,1144.85,0.0
1154.0,0.0,1.55,1145.75,0.0
1154.0,0.0,1.56,1146.65,0.0
1154.0,0.0,1.57,1147.55,0.0
1154.0,0.0,1.58,1148.35,0.0
1153.0,0.0,1.59,1149.1,0.0
1153.0,0.0,1.6,1149.85,0.0
1153.0,0.0,1.61,1150.45,0.0
1151.0,0.0,1.62,1150.95,0.0
1151.0,0.0,1.63,1151.45,0.0
1151.0,0.0,1.64,1151.7,0.0
1151.0,0.0,1.65,1151.95,0.0
1150.0,0.0,1.66,1152.15,0.0
1150.0,0.0,1.67,1152.15,0.0
1150.0,0.0,1.68,1152.15,0.0
1150.0,0.0,1.69,1152.15,0.0
1150.0,0.0,1.7,1152.15,0.0
1148.0,0.0,1.71,1151.9,0.0
1148.0,0.0,1.72,1151.65,0.0
1144.0,0.0,1.73,1151.15,0.0
1144.0,0.0,1.74,1150.65,0.0
1144.0,0.0,1.75,1150.15,0.0
1140.0,0.0,1.76,1149.45,0.0
1140.0,0.0,1.77,1148.75,0.0
1140.0,0.0,1.78,1148.05,0.0
1136.0,0.0,1.79,1147.2,0.0
1136.0,0.0,1.8,1146.35,0.0
1136.0,0.0,1.81,1145.5,0.0
1136.0,0.0,1.82,1144.75,0.0
1131.0,0.0,1.83,1143.75,0.0
1131.0,0.0,1.84,1142.75,0.0
1128.0,0.0,1.85,1141.6,0.0
1128.0,0.0,1.86,1140.5,0.0
1128.0,0.0,1.87,1139.4,0.0
1124.0,0.0,1.88,1138.1,0.0
1124.0,0.0,1.89,1136.8,0.0
1124.0,0.0,1.9,1135.5,0.0
1124.0,0.0,1.91,1134.3,0.0
1120.0,0.0,1.92,1132.9,0.0
1120.0,0.0,1.93,1131.7,0.0
1120.0,0.0,1.94,1130.5,0.0
1118.0,0.0,1.95,1129.2,0.0
1118.0,0.0,1.96,1128.1,0.0
1118.0,0.0,1.97,1127.0,0.0
1115.0,0.0,1.98,1125.75,0.0
1115.0,0.0,1.99,1124.7,0.0
1114.0,0.0,2.0,1123.6,0.0
1114.0,0.0,2.01,1122.5,0.0
1114.0,0.0,2.02,1121.4,0.0
1114.0,0.0,2.03,1120.55,0.0
1113.0,0.0,2.04,1119.65,0.0
1113.0,0.0,2.05,1118.9,0.0
1113.0,0.0,2.06,1118.15,0.0
1243.0,0.0,2.07,1123.9,0.0
1243.0,0.0,2.08,1129.85,0.0
1243.0,0.0,2.09,1135.8,0.0
1316.0,147.6,2.1,1145.4,7.38
1316.0,147.6,2.11,1155.0,14.76
1316.0,147.6,2.12,1164.8,22.139999999999997
1278.0,372.6,2.13,1172.7,40.769999999999996
1278.0,372.6,2.14,1180.6,59.4
1278.0,372.6,2.15,1188.6,78.03
1134.0,495.9,2.16,1189.4,102.825
1134.0,495.9,2.17,1190.2,127.62
1134.0,495.9,2.18,1191.15,152.41500000000002
1173.0,508.5,2.19,1194.05,177.84
1173.0,508.5,2.2,1197.0,203.26500000000001
1173.0,508.5,2.21,1199.95,228.69
1173.0,508.5,2.22,1202.9,254.115
1180.0,522.0,2.23,1206.2,280.21500000000003
1180.0,522.0,2.24,1209.55,306.315
1183.0,515.7,2.25,1213.05,332.1
1183.0,515.7,2.26,1216.55,357.885
1183.0,515.7,2.27,1213.55,383.66999999999996
1183.0,515.7,2.28,1210.55,409.45500000000004
1181.0,513.0,2.29,1207.45,435.105
1181.0,513.0,2.3,1200.7,453.375
1181.0,513.0,2.31,1193.95,471.645
1178.0,504.0,2.32,1187.05,489.46500000000003
1178.0,504.0,2.33,1182.05,496.035
1178.0,504.0,2.34,1177.05,502.605
1173.0,491.4,2.35,1171.8,508.54499999999996
1173.0,491.4,2.36,1173.75,508.32
1173.0,491.4,2.37,1175.7,508.09499999999997
1168.0,480.6,2.38,1177.4,507.33000000000004
1168.0,480.6,2.39,1177.15,505.93500000000006
1168.0,480.6,2.4,1176.9,504.5400000000001
1168.0,480.6,2.41,1176.65,503.1450000000001
1168.0,480.6,2.42,1176.4,501.75
1164.0,470.7,2.43,1175.6,499.18500000000006
1164.0,470.7,2.44,1174.8,496.62000000000006
1164.0,470.7,2.45,1173.85,494.37
1160.0,462.6,2.46,1172.7,491.715
1160.0,462.6,2.47,1171.55,489.06000000000006
1158.0,454.5,2.48,1170.3,486.0
1158.0,454.5,2.49,1169.15,483.075
1158.0,454.5,2.5,1168.0,480.15
1155.0,449.1,2.51,1166.7,476.95500000000004
1155.0,449.1,2.52,1165.55,474.21000000000004
1155.0,449.1,2.53,1164.4,471.465
1154.0,443.7,2.54,1163.2,468.45
1154.0,443.7,2.55,1162.25,466.06500000000005
1154.0,443.7,2.56,1161.3,463.68
1153.0,441.9,2.57,1160.3,461.20500000000004
1153.0,441.9,2.58,1159.55,459.2700000000001
1153.0,441.9,2.59,1158.8,457.33500000000004
1151.0,441.9,2.6,1157.95,455.4
1151.0,441.9,2.61,1157.1,453.465
1151.0,441.9,2.62,1156.25,451.53000000000003
1151.0,441.9,2.63,1155.6,450.09
1150.0,444.6,2.64,1154.9,448.78499999999997
1150.0,444.6,2.65,1154.2,447.48
1150.0,444.6,2.66,1153.7,446.58000000000004
1149.0,477.9,2.67,1153.15,447.34499999999997
1149.0,477.9,2.68,1152.7,448.515
1149.0,477.9,2.69,1152.25,449.68499999999995
1150.0,534.6,2.7,1151.85,453.68999999999994
1150.0,534.6,2.71,1151.6,457.965
1150.0,534.6,2.72,1151.35,462.23999999999995
1148.0,579.6,2.73,1151.0,468.76500000000004
1148.0,579.6,2.74,1150.7,475.56000000000006
1148.0,579.6,2.75,1150.4,482.3549999999999
1148.0,579.6,2.76,1150.1,489.15
1148.0,579.6,2.77,1149.85,496.035
1146.0,580.5,2.78,1149.5,502.965
1146.0,580.5,2.79,1149.15,509.895
1146.0,580.5,2.8,1148.9,516.825
1145.0,584.1,2.81,1148.6,523.9350000000001
1145.0,584.1,2.82,1148.3,531.0450000000001
1145.0,584.1,2.83,1148.0,538.155
1143.0,590.4,2.84,1147.65,545.445
1143.0,590.4,2.85,1147.3,552.735
1143.0,590.4,2.86,1146.95,560.025
1140.0,597.6,2.87,1146.5,566.01
1140.0,597.6,2.88,1146.05,571.9950000000001
1140.0,597.6,2.89,1145.6,577.98
1138.0,612.0,2.9,1145.0,581.85
1138.0,612.0,2.91,1144.4,585.72
1138.0,612.0,2.92,1143.8,589.5899999999999
1136.0,619.2,2.93,1143.2,591.5699999999999
1136.0,619.2,2.94,1142.6,593.55
1136.0,619.2,2.95,1142.0,595.53
1135.0,625.5,2.96,1141.35,597.825
1135.0,625.5,2.97,1140.7,600.12
1135.0,625.5,2.98,1140.15,602.37
1135.0,632.7,2.99,1139.6,604.98
1135.0,632.7,3.0,1139.05,607.5899999999999
1134.0,637.2,3.01,1138.5,610.245
1134.0,637.2,3.02,1137.95,612.9
1134.0,637.2,3.03,1137.4,615.5550000000001
1133.0,639.9,3.04,1136.9,618.03
1133.0,639.9,3.05,1136.4,620.505
1133.0,639.9,3.06,1135.9,622.98
1130.0,644.4,3.07,1135.4,625.3199999999999
1130.0,644.4,3.08,1134.9,627.66
1130.0,644.4,3.09,1134.4,630.0
1130.0,644.4,3.1,1134.0,631.6200000000001
1126.0,650.7,3.11,1133.4,633.5550000000001
1126.0,650.7,3.12,1132.8,635.49
1126.0,650.7,3.13,1132.3,637.065
1126.0,650.7,3.14,1131.8,638.64
1121.0,655.2,3.15,1131.05,640.44
1121.0,655.2,3.16,1130.35,641.925
1116.0,657.9,3.17,1129.4,643.5450000000001
1116.0,657.9,3.18,1128.45,645.1650000000001
1116.0,657.9,3.19,1127.5,646.425
1111.0,661.5,3.2,1126.3,647.865
1111.0,661.5,3.21,1125.15,649.08
1111.0,661.5,3.22,1124.0,650.295
1105.0,664.2,3.23,1122.55,651.6450000000001
1105.0,664.2,3.24,1121.15,652.8599999999999
1105.0,664.2,3.25,1119.75,654.075
1100.0,666.0,3.26,1118.1,655.38
1100.0,666.0,3.27,1116.6,656.46
1100.0,666.0,3.28,1115.1,657.5400000000001
1095.0,668.7,3.29,1113.35,658.7550000000001
1095.0,668.7,3.3,1111.6,659.97
1095.0,668.7,3.31,1110.05,660.8700000000001
1090.0,670.5,3.32,1108.25,661.86
1090.0,670.5,3.33,1106.45,662.85
1090.0,670.5,3.34,1104.65,663.84
1086.0,674.1,3.35,1102.9,664.7850000000001
1086.0,674.1,3.36,1101.15,665.73
1086.0,674.1,3.37,1099.65,666.54
1084.0,675.0,3.38,1098.05,667.395
1084.0,675.0,3.39,1096.45,668.25
1084.0,675.0,3.4,1095.1,668.925
1083.0,675.9,3.41,1093.7,669.645
1083.0,675.9,3.42,1092.3,670.365
1083.0,675.9,3.43,1091.2,670.95
1081.0,677.7,3.44,1090.0,671.625
1081.0,677.7,3.45,1088.8,672.3
1081.0,677.7,3.46,1087.85,672.885
1081.0,677.7,3.47,1086.9,673.47
1081.0,677.7,3.48,1085.95,674.0550000000001
1080.0,680.4,3.49,1085.2,674.6400000000001
1080.0,680.4,3.5,1084.45,675.225
1080.0,680.4,3.51,1083.7,675.81
1080.0,684.0,3.52,1083.2,676.4849999999999
1080.0,684.0,3.53,1082.7,677.16
1080.0,684.0,3.54,1082.2,677.8349999999999
1080.0,684.0,3.55,1081.9,678.3299999999999
1080.0,686.7,3.56,1081.6,678.96
1080.0,686.7,3.57,1081.3,679.59
1080.0,687.6,3.58,1081.1,680.22
1080.0,687.6,3.59,1080.9,680.85
1080.0,687.6,3.6,1080.7,681.48
1079.0,689.4,3.61,1080.5,682.155
1079.0,689.4,3.62,1080.3,682.8299999999999
1079.0,689.4,3.63,1080.1,683.505
1079.0,689.4,3.64,1080.0,684.09
1078.0,691.2,3.65,1079.85,684.765
1078.0,691.2,3.66,1079.7,685.4399999999999
1078.0,691.2,3.67,1079.55,686.115
1078.0,693.0,3.68,1079.4,686.88
1078.0,693.0,3.69,1079.3,687.51
1078.0,693.0,3.7,1079.2,688.1400000000001
1080.0,700.2,3.71,1079.2,689.13
1080.0,700.2,3.72,1079.2,689.94
1080.0,700.2,3.73,1079.2,690.7500000000001
1084.0,705.6,3.74,1079.4,691.83
1084.0,705.6,3.75,1079.6,692.9100000000001
1084.0,705.6,3.76,1079.8,693.855
1089.0,711.0,3.77,1080.25,695.0699999999999
1089.0,711.0,3.78,1080.7,696.24
1089.0,711.0,3.79,1081.15,697.4100000000001
1093.0,711.9,3.8,1081.8,698.625
1093.0,711.9,3.81,1082.5,699.75
1093.0,711.9,3.82,1083.2,700.875
1093.0,711.9,3.83,1083.9,702.0
1093.0,711.9,3.84,1084.6,703.125
1098.0,714.6,3.85,1085.6,704.295
1098.0,714.6,3.86,1086.6,705.465
1098.0,714.6,3.87,1087.6,706.635
1103.0,718.2,3.88,1088.85,707.895
1103.0,718.2,3.89,1090.1,709.155
1103.0,718.2,3.9,1091.35,710.415
1109.0,725.4,3.91,1092.8,711.675
1109.0,725.4,3.92,1094.25,712.9350000000001
1109.0,725.4,3.93,1095.7,714.1949999999999
1113.0,731.7,3.94,1097.15,715.5
1113.0,731.7,3.95,1098.6,716.8050000000001
1113.0,731.7,3.96,1100.05,718.11
1114.0,734.4,3.97,1101.3,719.28
1114.0,734.4,3.98,1102.55,720.45
1114.0,734.4,3.99,1103.8,721.62
