x,y,t,x_avg,y_avg
1121.0,869.4,0.0,922.55,886.32
1121.0,869.4,0.01,895.95,886.32
941.0,920.7,0.02,869.35,886.32
941.0,920.7,0.03,851.75,883.7550000000001
941.0,920.7,0.04,832.6,881.1900000000002
928.0,903.6,0.05,813.45,878.625
928.0,903.6,0.06,794.95,876.915
914.0,891.9,0.07,774.8,874.9800000000001
914.0,891.9,0.08,755.35,873.6300000000001
914.0,891.9,0.09,735.9,872.2800000000001
911.0,880.2,0.1,715.15,870.4800000000001
911.0,880.2,0.11,694.55,869.265
911.0,880.2,0.12,673.95,868.05
911.0,880.2,0.13,653.35,866.835
911.0,871.2,0.14,632.75,865.6200000000001
911.0,871.2,0.15,610.0,863.9550000000002
911.0,871.2,0.16,587.25,862.2900000000002
911.0,869.4,0.17,564.5,860.625
911.0,869.4,0.18,541.4,858.6899999999999
589.0,869.4,0.19,922.55,886.32
589.0,869.4,0.2,895.95,886.32
589.0,869.4,0.21,869.35,886.32
589.0,869.4,0.22,851.75,883.7550000000001
558.0,869.4,0.23,832.6,881.1900000000002
558.0,869.4,0.24,813.45,878.625
558.0,869.4,0.25,794.95,876.915
525.0,864.9,0.26,774.8,874.9800000000001
525.0,864.9,0.27,755.35,873.6300000000001
525.0,864.9,0.28,735.9,872.2800000000001
499.0,855.9,0.29,715.15,870.4800000000001
499.0,855.9,0.3,694.55,869.265
499.0,855.9,0.31,673.95,868.05
499.0,855.9,0.32,653.35,866.835
499.0,855.9,0.33,632.75,865.6200000000001
456.0,837.9,0.34,610.0,863.9550000000002
456.0,837.9,0.35,587.25,862.2900000000002
456.0,837.9,0.36,564.5,860.625
449.0,830.7,0.37,541.4,858.6899999999999
449.0,830.7,0.38,518.3,856.7549999999999
449.0,830.7,0.39,511.3,854.82
449.0,828.0,0.4,504.3,852.75
449.0,828.0,0.41,497.3,850.6800000000001
449.0,828.0,0.42,490.3,848.61
441.0,812.7,0.43,484.45,845.775
441.0,812.7,0.44,478.6,842.9399999999999
441.0,812.7,0.45,472.75,840.1050000000001
410.0,788.4,0.46,467.0,836.2800000000001
410.0,788.4,0.47,461.25,832.4550000000002
410.0,788.4,0.48,455.5,828.6300000000001
389.0,779.4,0.49,450.0,824.805
389.0,779.4,0.5,444.5,820.9799999999999
389.0,779.4,0.51,439.0,817.155
371.0,774.9,0.52,432.6,813.1049999999999
371.0,774.9,0.53,426.2,809.055
371.0,774.9,0.54,421.95,805.905
286.0,763.2,0.55,413.45,802.17
286.0,763.2,0.56,404.95,798.4350000000001
286.0,763.2,0.57,396.8,795.0600000000002
285.0,761.4,0.58,388.6,791.595
285.0,761.4,0.59,380.4,788.13
285.0,761.4,0.6,372.2,784.8
284.0,760.5,0.61,363.95,781.425
284.0,760.5,0.62,355.7,778.05
284.0,760.5,0.63,347.85,775.4399999999998
284.0,760.5,0.64,340.0,772.8299999999999
280.0,758.7,0.65,331.95,770.1299999999999
280.0,758.7,0.66,325.45,768.6450000000001
