x,y,t,x_avg,y_avg
1050.0,509.0,0.0,1050.0,501.75
1050.0,509.0,0.01,1050.1,500.85
1050.0,509.0,0.02,1050.2,499.95
1050.0,509.0,0.03,1050.3,499.05
1050.0,507.0,0.04,1050.45,498.0
1050.0,507.0,0.05,1050.6,497.05
1050.0,504.0,0.06,1050.75,496.1
1050.0,504.0,0.07,1050.9,495.2
1050.0,504.0,0.08,1051.05,494.3
1050.0,500.0,0.09,1051.2,493.4
1050.0,500.0,0.1,1051.35,492.7
1050.0,500.0,0.11,1051.5,492.0
1050.0,500.0,0.12,1051.65,491.3
1050.0,500.0,0.13,1051.8,490.6
1050.0,497.0,0.14,1051.95,489.9
1050.0,497.0,0.15,1052.1,489.35
1050.0,497.0,0.16,1052.25,488.8
1050.0,494.0,0.17,1052.4,488.25
1050.0,494.0,0.18,1052.55,487.85
1050.0,494.0,0.19,1050.0,501.75
1052.0,491.0,0.2,1050.1,500.85
1052.0,491.0,0.21,1050.2,499.95
1052.0,491.0,0.22,1050.3,499.05
1053.0,488.0,0.23,1050.45,498.0
1053.0,488.0,0.24,1050.6,497.05
1053.0,488.0,0.25,1050.75,496.1
1053.0,486.0,0.26,1050.9,495.2
1053.0,486.0,0.27,1051.05,494.3
1053.0,486.0,0.28,1051.2,493.4
1053.0,486.0,0.29,1051.35,492.7
1053.0,486.0,0.3,1051.5,492.0
1053.0,486.0,0.31,1051.65,491.3
1053.0,486.0,0.32,1051.8,490.6
1053.0,486.0,0.33,1051.95,489.9
1053.0,486.0,0.34,1052.1,489.35
1053.0,486.0,0.35,1052.25,488.8
1053.0,486.0,0.36,1052.4,488.25
1053.0,486.0,0.37,1052.55,487.85
1053.0,486.0,0.38,1052.7,487.45
1053.0,486.0,0.39,1052.85,487.05
1053.0,486.0,0.4,1052.9,486.8
1053.0,488.0,0.41,1052.95,486.65
1053.0,488.0,0.42,1053.0,486.5
1053.0,488.0,0.43,1053.0,486.5
1053.0,489.0,0.44,1053.0,486.55
1053.0,489.0,0.45,1053.0,486.6
1053.0,489.0,0.46,1053.0,486.75
1053.0,489.0,0.47,1053.0,486.9
1053.0,489.0,0.48,1053.0,487.05
1053.0,491.0,0.49,1053.0,487.3
1053.0,491.0,0.5,1053.0,487.55
1053.0,491.0,0.51,1053.0,487.8
1055.0,491.0,0.52,1053.1,488.05
1055.0,491.0,0.53,1053.2,488.3
1055.0,491.0,0.54,1053.3,488.55
1055.0,491.0,0.55,1053.4,488.8
1058.0,491.0,0.56,1053.65,489.05
1058.0,491.0,0.57,1053.9,489.3
1062.0,491.0,0.58,1054.35,489.55
1062.0,491.0,0.59,1054.8,489.8
1062.0,491.0,0.6,1055.25,490.05
1067.0,489.0,0.61,1055.95,490.1
1067.0,489.0,0.62,1056.65,490.15
1067.0,489.0,0.63,1057.35,490.2
1071.0,488.0,0.64,1058.25,490.15
1071.0,488.0,0.65,1059.15,490.1
1071.0,488.0,0.66,1060.05,490.05
1076.0,486.0,0.67,1061.2,489.9
1076.0,486.0,0.68,1062.35,489.75
1076.0,486.0,0.69,1063.5,489.5
1076.0,486.0,0.7,1064.65,489.25
1079.0,483.0,0.71,1065.95,488.85
1079.0,483.0,0.72,1067.15,488.45
1079.0,483.0,0.73,1068.35,488.05
1083.0,479.0,0.74,1069.75,487.45
1083.0,479.0,0.75,1071.15,486.85
1083.0,479.0,0.76,1072.4,486.25
1083.0,479.0,0.77,1073.65,485.65
1091.0,474.0,0.78,1075.1,484.8
1091.0,474.0,0.79,1076.55,483.95
1098.0,467.0,0.8,1078.35,482.75
1098.0,467.0,0.81,1079.9,481.65
1104.0,461.0,0.82,1081.75,480.25
1104.0,461.0,0.83,1083.6,478.85
1104.0,461.0,0.84,1085.25,477.5
1104.0,461.0,0.85,1086.9,476.15
1104.0,461.0,0.86,1088.55,474.8
1110.0,455.0,0.87,1090.25,473.25
1110.0,455.0,0.88,1091.95,471.7
1110.0,455.0,0.89,1093.65,470.15
1115.0,449.0,0.9,1095.6,468.3
1115.0,449.0,0.91,1097.4,466.6
1115.0,449.0,0.92,1099.2,464.9
1119.0,444.0,0.93,1101.2,462.95
1119.0,444.0,0.94,1103.0,461.2
1119.0,444.0,0.95,1104.8,459.45
1121.0,444.0,0.96,1106.7,457.7
1121.0,444.0,0.97,1108.6,455.95
1121.0,444.0,0.98,1110.1,454.45
1121.0,444.0,0.99,1111.6,452.95
882.0,938.0,1.0,1100.8,476.5
882.0,938.0,1.01,1090.0,500.05
878.0,951.0,1.02,1078.7,524.55
878.0,951.0,1.03,1067.4,549.05
