x,y,t
1010.0,608.0,0.0
1010.0,608.0,0.01
1010.0,608.0,0.02
1010.0,608.0,0.03
1010.0,608.0,0.04
1007.0,609.0,0.05
1007.0,609.0,0.06
1004.0,611.0,0.07
1004.0,611.0,0.08
1004.0,611.0,0.09
1002.0,612.0,0.1
1002.0,612.0,0.11
1002.0,612.0,0.12
1001.0,612.0,0.13
1001.0,612.0,0.14
1001.0,612.0,0.15
1001.0,612.0,0.16
1001.0,612.0,0.17
1001.0,612.0,0.18
1001.0,612.0,0.19
1001.0,612.0,0.2
1001.0,612.0,0.21
1001.0,612.0,0.22
1001.0,612.0,0.23
1001.0,612.0,0.24
1001.0,612.0,0.25
1001.0,611.0,0.26
1001.0,611.0,0.27
1001.0,611.0,0.28
1004.0,609.0,0.29
1004.0,609.0,0.3
1004.0,609.0,0.31
1008.0,606.0,0.32
1008.0,606.0,0.33
1008.0,606.0,0.34
1008.0,606.0,0.35
1008.0,606.0,0.36
1014.0,603.0,0.37
1014.0,603.0,0.38
1020.0,599.0,0.39
1020.0,599.0,0.4
1020.0,599.0,0.41
1025.0,594.0,0.42
1025.0,594.0,0.43
1025.0,594.0,0.44
1029.0,591.0,0.45
1029.0,591.0,0.46
1029.0,591.0,0.47
1029.0,591.0,0.48
1034.0,588.0,0.49
1034.0,588.0,0.5
1034.0,588.0,0.51
1038.0,585.0,0.52
1038.0,585.0,0.53
1038.0,585.0,0.54
1041.0,582.0,0.55
1041.0,582.0,0.56
1044.0,579.0,0.57
1044.0,579.0,0.58
1044.0,579.0,0.59
1044.0,579.0,0.6
1049.0,576.0,0.61
1049.0,576.0,0.62
1049.0,576.0,0.63
1053.0,572.0,0.64
1053.0,572.0,0.65
1053.0,572.0,0.66
1056.0,569.0,0.67
1056.0,569.0,0.68
1056.0,569.0,0.69
1061.0,566.0,0.7
1061.0,566.0,0.71
1061.0,566.0,0.72
1061.0,566.0,0.73
1065.0,563.0,0.74
1065.0,563.0,0.75
1065.0,563.0,0.76
