x,y,t
972.0,516.0,0.0
972.0,516.0,0.01
972.0,516.0,0.02
972.0,516.0,0.03
981.0,522.0,0.04
981.0,522.0,0.05
981.0,522.0,0.06
995.0,531.0,0.07
995.0,531.0,0.08
995.0,531.0,0.09
1007.0,540.0,0.1
1007.0,540.0,0.11
1007.0,540.0,0.12
1010.0,542.0,0.13
1010.0,542.0,0.14
1010.0,542.0,0.15
1013.0,543.0,0.16
1013.0,543.0,0.17
1013.0,543.0,0.18
1017.0,545.0,0.19
1017.0,545.0,0.2
1017.0,545.0,0.21
1029.0,552.0,0.22
1029.0,552.0,0.23
1029.0,552.0,0.24
1029.0,552.0,0.25
1043.0,561.0,0.26
1043.0,561.0,0.27
1043.0,561.0,0.28
1043.0,561.0,0.29
1059.0,575.0,0.3
1059.0,575.0,0.31
1074.0,585.0,0.32
1074.0,585.0,0.33
1074.0,585.0,0.34
1074.0,585.0,0.35
1092.0,597.0,0.36
1092.0,597.0,0.37
1092.0,597.0,0.38
1106.0,606.0,0.39
1106.0,606.0,0.4
1106.0,606.0,0.41
1116.0,614.0,0.42
1116.0,614.0,0.43
1116.0,614.0,0.44
1127.0,620.0,0.45
1127.0,620.0,0.46
1127.0,620.0,0.47
1134.0,624.0,0.48
1134.0,624.0,0.49
1134.0,624.0,0.5
1134.0,623.0,0.51
1134.0,623.0,0.52
1134.0,623.0,0.53
1136.0,614.0,0.54
1136.0,614.0,0.55
1136.0,614.0,0.56
1133.0,585.0,0.57
1133.0,585.0,0.58
1133.0,585.0,0.59
1133.0,585.0,0.6
1133.0,585.0,0.61
1131.0,566.0,0.62
1131.0,566.0,0.63
1131.0,566.0,0.64
1128.0,539.0,0.65
1128.0,539.0,0.66
1128.0,539.0,0.67
1128.0,539.0,0.68
1035.0,300.0,0.69
1035.0,300.0,0.7
1034.0,299.0,0.71
1034.0,299.0,0.72
1034.0,299.0,0.73
1032.0,296.0,0.74
1032.0,296.0,0.75
1032.0,296.0,0.76
1029.0,290.0,0.77
1029.0,290.0,0.78
1029.0,290.0,0.79
1026.0,282.0,0.8
1026.0,282.0,0.81
1026.0,282.0,0.82
1022.0,275.0,0.83
1022.0,275.0,0.84
1022.0,275.0,0.85
1014.0,266.0,0.86
1014.0,266.0,0.87
1014.0,266.0,0.88
1007.0,258.0,0.89
1007.0,258.0,0.9
1007.0,258.0,0.91
1001.0,252.0,0.92
1001.0,252.0,0.93
1001.0,252.0,0.94
1001.0,252.0,0.95
1001.0,252.0,0.96
996.0,248.0,0.97
996.0,248.0,0.98
996.0,248.0,0.99
981.0,236.0,1.0
981.0,236.0,1.01
981.0,236.0,1.02
981.0,236.0,1.03
980.0,234.0,1.04
980.0,234.0,1.05
980.0,234.0,1.06
978.0,233.0,1.07
978.0,233.0,1.08
978.0,233.0,1.09
977.0,231.0,1.1
977.0,231.0,1.11
977.0,231.0,1.12
975.0,230.0,1.13
975.0,230.0,1.14
975.0,230.0,1.15
972.0,227.0,1.16
972.0,227.0,1.17
972.0,227.0,1.18
969.0,224.0,1.19
969.0,224.0,1.2
969.0,224.0,1.21
966.0,221.0,1.22
966.0,221.0,1.23
966.0,221.0,1.24
966.0,221.0,1.25
963.0,216.0,1.26
963.0,216.0,1.27
963.0,216.0,1.28
963.0,216.0,1.29
960.0,212.0,1.3
960.0,212.0,1.31
960.0,212.0,1.32
957.0,207.0,1.33
957.0,207.0,1.34
957.0,207.0,1.35
954.0,203.0,1.36
954.0,203.0,1.37
954.0,203.0,1.38
951.0,198.0,1.39
951.0,198.0,1.4
951.0,198.0,1.41
948.0,194.0,1.42
948.0,194.0,1.43
948.0,194.0,1.44
948.0,194.0,1.45
948.0,194.0,1.46
944.0,189.0,1.47
944.0,189.0,1.48
938.0,182.0,1.49
938.0,182.0,1.5
927.0,164.0,1.51
927.0,164.0,1.52
927.0,164.0,1.53
921.0,147.0,1.54
921.0,147.0,1.55
921.0,147.0,1.56
921.0,147.0,1.57
917.0,134.0,1.58
917.0,134.0,1.59
914.0,122.0,1.6
914.0,122.0,1.61
914.0,122.0,1.62
914.0,122.0,1.63
914.0,122.0,1.64
909.0,104.0,1.65
909.0,104.0,1.66
909.0,104.0,1.67
906.0,87.0,1.68
906.0,87.0,1.69
906.0,87.0,1.7
905.0,74.0,1.71
905.0,74.0,1.72
905.0,74.0,1.73
903.0,60.0,1.74
903.0,60.0,1.75
903.0,60.0,1.76
903.0,60.0,1.77
903.0,60.0,1.78
903.0,50.0,1.79
903.0,50.0,1.8
903.0,39.0,1.81
903.0,39.0,1.82
903.0,29.0,1.83
903.0,29.0,1.84
903.0,29.0,1.85
903.0,29.0,1.86
903.0,23.0,1.87
903.0,23.0,1.88
903.0,23.0,1.89
902.0,20.0,1.9
902.0,20.0,1.91
902.0,17.0,1.92
902.0,17.0,1.93
902.0,17.0,1.94
900.0,15.0,1.95
900.0,15.0,1.96
900.0,15.0,1.97
900.0,15.0,1.98
900.0,15.0,1.99
897.0,12.0,2.0
896.0,11.0,2.01
896.0,11.0,2.02
896.0,11.0,2.03
896.0,11.0,2.04
894.0,9.0,2.05
894.0,9.0,2.06
894.0,9.0,2.07
893.0,8.0,2.08
893.0,8.0,2.09
893.0,8.0,2.1
891.0,6.0,2.11
891.0,6.0,2.12
891.0,6.0,2.13
891.0,6.0,2.14
890.0,5.0,2.15
890.0,5.0,2.16
888.0,3.0,2.17
888.0,3.0,2.18
888.0,3.0,2.19
888.0,2.0,2.2
888.0,2.0,2.21
888.0,2.0,2.22
888.0,0.0,2.23
888.0,0.0,2.24
888.0,0.0,2.25
888.0,0.0,2.26
888.0,0.0,2.27
888.0,0.0,2.28
911.0,0.0,2.29
911.0,0.0,2.3
911.0,0.0,2.31
911.0,0.0,2.32
911.0,0.0,2.33
1097.0,191.0,2.34
1097.0,191.0,2.35
1103.0,218.0,2.36
1103.0,218.0,2.37
1103.0,218.0,2.38
1103.0,218.0,2.39
1098.0,231.0,2.4
1098.0,231.0,2.41
1098.0,231.0,2.42
1088.0,243.0,2.43
1088.0,243.0,2.44
1088.0,243.0,2.45
1080.0,255.0,2.46
1080.0,255.0,2.47
1080.0,255.0,2.48
1079.0,257.0,2.49
1079.0,257.0,2.5
1079.0,257.0,2.51
1076.0,264.0,2.52
1076.0,264.0,2.53
1076.0,264.0,2.54
1073.0,275.0,2.55
1073.0,275.0,2.56
1073.0,275.0,2.57
1070.0,284.0,2.58
1070.0,284.0,2.59
1070.0,284.0,2.6
1067.0,291.0,2.61
1067.0,291.0,2.62
1067.0,291.0,2.63
1064.0,299.0,2.64
1064.0,299.0,2.65
1064.0,299.0,2.66
1064.0,299.0,2.67
1064.0,299.0,2.68
1062.0,305.0,2.69
1062.0,305.0,2.7
1062.0,305.0,2.71
1061.0,311.0,2.72
1061.0,311.0,2.73
1061.0,311.0,2.74
1059.0,315.0,2.75
1059.0,315.0,2.76
1059.0,315.0,2.77
1059.0,321.0,2.78
1059.0,321.0,2.79
1059.0,321.0,2.8
1061.0,332.0,2.81
1061.0,332.0,2.82
1061.0,332.0,2.83
1064.0,345.0,2.84
1064.0,345.0,2.85
1064.0,345.0,2.86
1067.0,359.0,2.87
