x,y,t
963.0,864.0,0.0
963.0,864.0,0.01
956.0,864.0,0.02
956.0,864.0,0.03
956.0,864.0,0.04
944.0,863.0,0.05
944.0,863.0,0.06
936.0,860.0,0.07
936.0,860.0,0.08
936.0,860.0,0.09
932.0,855.0,0.1
932.0,855.0,0.11
932.0,855.0,0.12
917.0,848.0,0.13
917.0,848.0,0.14
917.0,848.0,0.15
863.0,830.0,0.16
863.0,830.0,0.17
863.0,830.0,0.18
857.0,828.0,0.19
857.0,828.0,0.2
857.0,828.0,0.21
857.0,828.0,0.22
857.0,828.0,0.23
854.0,827.0,0.24
854.0,827.0,0.25
852.0,821.0,0.26
852.0,821.0,0.27
852.0,821.0,0.28
852.0,821.0,0.29
848.0,815.0,0.3
848.0,815.0,0.31
836.0,807.0,0.32
836.0,807.0,0.33
836.0,807.0,0.34
822.0,803.0,0.35
822.0,803.0,0.36
822.0,803.0,0.37
822.0,803.0,0.38
701.0,798.0,0.39
701.0,798.0,0.4
701.0,798.0,0.41
294.0,872.0,0.42
294.0,872.0,0.43
294.0,872.0,0.44
138.0,887.0,0.45
138.0,887.0,0.46
150.0,873.0,0.47
150.0,873.0,0.48
150.0,873.0,0.49
165.0,857.0,0.5
165.0,857.0,0.51
165.0,857.0,0.52
165.0,855.0,0.53
165.0,855.0,0.54
165.0,855.0,0.55
165.0,855.0,0.56
165.0,855.0,0.57
167.0,854.0,0.58
167.0,854.0,0.59
167.0,854.0,0.6
168.0,852.0,0.61
168.0,852.0,0.62
168.0,852.0,0.63
171.0,857.0,0.64
171.0,857.0,0.65
171.0,857.0,0.66
176.0,870.0,0.67
176.0,870.0,0.68
176.0,870.0,0.69
176.0,870.0,0.7
176.0,870.0,0.71
177.0,881.0,0.72
177.0,881.0,0.73
177.0,881.0,0.74
179.0,888.0,0.75
179.0,888.0,0.76
179.0,888.0,0.77
180.0,894.0,0.78
180.0,894.0,0.79
183.0,899.0,0.8
183.0,899.0,0.81
183.0,899.0,0.82
186.0,903.0,0.83
186.0,903.0,0.84
191.0,908.0,0.85
191.0,908.0,0.86
191.0,908.0,0.87
195.0,911.0,0.88
195.0,911.0,0.89
195.0,911.0,0.9
195.0,911.0,0.91
203.0,915.0,0.92
203.0,915.0,0.93
203.0,915.0,0.94
203.0,915.0,0.95
212.0,918.0,0.96
212.0,918.0,0.97
212.0,918.0,0.98
221.0,921.0,0.99
243.0,926.0,1.0
255.0,926.0,1.01
255.0,926.0,1.02
255.0,926.0,1.03
255.0,926.0,1.04
255.0,926.0,1.05
272.0,924.0,1.06
272.0,924.0,1.07
272.0,924.0,1.08
290.0,920.0,1.09
290.0,920.0,1.1
308.0,915.0,1.11
308.0,915.0,1.12
320.0,912.0,1.13
320.0,912.0,1.14
320.0,912.0,1.15
329.0,911.0,1.16
329.0,911.0,1.17
329.0,911.0,1.18
329.0,911.0,1.19
336.0,909.0,1.2
336.0,909.0,1.21
336.0,909.0,1.22
336.0,909.0,1.23
342.0,908.0,1.24
342.0,908.0,1.25
342.0,908.0,1.26
342.0,908.0,1.27
347.0,906.0,1.28
347.0,906.0,1.29
351.0,906.0,1.3
351.0,906.0,1.31
351.0,906.0,1.32
351.0,906.0,1.33
356.0,906.0,1.34
356.0,906.0,1.35
357.0,906.0,1.36
357.0,906.0,1.37
357.0,906.0,1.38
357.0,906.0,1.39
359.0,905.0,1.4
359.0,905.0,1.41
359.0,905.0,1.42
359.0,905.0,1.43
359.0,905.0,1.44
359.0,905.0,1.45
359.0,905.0,1.46
357.0,905.0,1.47
357.0,905.0,1.48
354.0,905.0,1.49
354.0,905.0,1.5
354.0,905.0,1.51
326.0,914.0,1.52
326.0,914.0,1.53
326.0,914.0,1.54
320.0,914.0,1.55
320.0,914.0,1.56
320.0,914.0,1.57
320.0,914.0,1.58
320.0,914.0,1.59
314.0,912.0,1.6
314.0,912.0,1.61
314.0,912.0,1.62
306.0,905.0,1.63
306.0,905.0,1.64
300.0,890.0,1.65
300.0,890.0,1.66
300.0,890.0,1.67
296.0,875.0,1.68
296.0,875.0,1.69
296.0,875.0,1.7
293.0,860.0,1.71
293.0,860.0,1.72
293.0,860.0,1.73
293.0,860.0,1.74
290.0,845.0,1.75
290.0,845.0,1.76
290.0,845.0,1.77
287.0,831.0,1.78
287.0,831.0,1.79
287.0,831.0,1.8
285.0,818.0,1.81
285.0,818.0,1.82
285.0,818.0,1.83
284.0,801.0,1.84
284.0,801.0,1.85
284.0,801.0,1.86
284.0,788.0,1.87
284.0,788.0,1.88
284.0,788.0,1.89
