x,y,t
1358.0,1079.0,0.0
1359.0,1079.0,0.01
1359.0,1079.0,0.02
1359.0,1079.0,0.03
1361.0,1079.0,0.04
1361.0,1079.0,0.05
1361.0,1079.0,0.06
1361.0,1079.0,0.07
1364.0,1079.0,0.08
1364.0,1079.0,0.09
1364.0,1079.0,0.1
1364.0,1079.0,0.11
1367.0,1079.0,0.12
1367.0,1079.0,0.13
1367.0,1079.0,0.14
1370.0,1079.0,0.15
1370.0,1079.0,0.16
1370.0,1079.0,0.17
1374.0,1079.0,0.18
1374.0,1079.0,0.19
1374.0,1079.0,0.2
1380.0,1079.0,0.21
1380.0,1079.0,0.22
1380.0,1079.0,0.23
1380.0,1079.0,0.24
1388.0,1079.0,0.25
1388.0,1079.0,0.26
1388.0,1079.0,0.27
1395.0,1079.0,0.28
1395.0,1079.0,0.29
1395.0,1079.0,0.3
1401.0,1079.0,0.31
1401.0,1079.0,0.32
1401.0,1079.0,0.33
1407.0,1079.0,0.34
1407.0,1079.0,0.35
1407.0,1079.0,0.36
1413.0,1079.0,0.37
1413.0,1079.0,0.38
1413.0,1079.0,0.39
1413.0,1079.0,0.4
1421.0,1079.0,0.41
1421.0,1079.0,0.42
1425.0,1079.0,0.43
1425.0,1079.0,0.44
1425.0,1079.0,0.45
1425.0,1079.0,0.46
1430.0,1079.0,0.47
1430.0,1079.0,0.48
1430.0,1079.0,0.49
1430.0,1079.0,0.5
1433.0,1079.0,0.51
1433.0,1079.0,0.52
1433.0,1079.0,0.53
1437.0,1079.0,0.54
1437.0,1079.0,0.55
1437.0,1079.0,0.56
1442.0,1079.0,0.57
1442.0,1079.0,0.58
1442.0,1079.0,0.59
1442.0,1079.0,0.6
1446.0,1079.0,0.61
1446.0,1079.0,0.62
1446.0,1079.0,0.63
1448.0,1079.0,0.64
1448.0,1079.0,0.65
1449.0,1079.0,0.66
1449.0,1079.0,0.67
1449.0,1079.0,0.68
1449.0,1079.0,0.69
1451.0,1079.0,0.7
1451.0,1079.0,0.71
1451.0,1079.0,0.72
1451.0,1079.0,0.73
1452.0,1079.0,0.74
1452.0,1079.0,0.75
1454.0,1079.0,0.76
1454.0,1079.0,0.77
1454.0,1079.0,0.78
1455.0,1079.0,0.79
1455.0,1079.0,0.8
1455.0,1079.0,0.81
1455.0,1079.0,0.82
1457.0,1079.0,0.83
1457.0,1079.0,0.84
1457.0,1079.0,0.85
1457.0,1079.0,0.86
1463.0,1079.0,0.87
1463.0,1079.0,0.88
1463.0,1079.0,0.89
1470.0,1079.0,0.9
1470.0,1079.0,0.91
1470.0,1079.0,0.92
1470.0,1079.0,0.93
1473.0,1079.0,0.94
1473.0,1079.0,0.95
1475.0,1079.0,0.96
1475.0,1079.0,0.97
1475.0,1079.0,0.98
1475.0,1079.0,0.99
1470.0,1079.0,1.0
1470.0,1079.0,1.01
1466.0,1079.0,1.02
1466.0,1079.0,1.03
1466.0,1079.0,1.04
1466.0,1079.0,1.05
1461.0,1079.0,1.06
1461.0,1079.0,1.07
1461.0,1079.0,1.08
1455.0,1079.0,1.09
1455.0,1079.0,1.1
1455.0,1079.0,1.11
1452.0,1079.0,1.12
1452.0,1079.0,1.13
