x,y,t
1178.0,776.0,0.0
1178.0,776.0,0.01
1178.0,776.0,0.02
1178.0,776.0,0.03
1178.0,776.0,0.04
1178.0,776.0,0.05
1178.0,776.0,0.06
1178.0,776.0,0.07
1179.0,779.0,0.08
1179.0,779.0,0.09
1179.0,779.0,0.1
1181.0,780.0,0.11
1181.0,780.0,0.12
1181.0,780.0,0.13
1181.0,780.0,0.14
1185.0,788.0,0.15
1185.0,788.0,0.16
1187.0,791.0,0.17
1187.0,791.0,0.18
1187.0,791.0,0.19
1919.0,704.0,0.2
1919.0,704.0,0.21
1919.0,704.0,0.22
1919.0,747.0,0.23
1919.0,747.0,0.24
1919.0,747.0,0.25
1919.0,747.0,0.26
1919.0,753.0,0.27
1919.0,753.0,0.28
1919.0,753.0,0.29
1919.0,753.0,0.3
1919.0,753.0,0.31
1919.0,750.0,0.32
1919.0,750.0,0.33
1919.0,750.0,0.34
1919.0,750.0,0.35
1919.0,749.0,0.36
1919.0,749.0,0.37
1919.0,749.0,0.38
1919.0,747.0,0.39
1919.0,747.0,0.4
1919.0,747.0,0.41
1919.0,746.0,0.42
1919.0,746.0,0.43
1919.0,746.0,0.44
1919.0,746.0,0.45
1919.0,744.0,0.46
1919.0,744.0,0.47
1919.0,744.0,0.48
1919.0,743.0,0.49
1919.0,743.0,0.5
1919.0,743.0,0.51
1919.0,741.0,0.52
1919.0,741.0,0.53
1919.0,741.0,0.54
1919.0,741.0,0.55
1919.0,741.0,0.56
1919.0,741.0,0.57
1919.0,741.0,0.58
1919.0,741.0,0.59
1919.0,741.0,0.6
1919.0,741.0,0.61
1919.0,741.0,0.62
1919.0,741.0,0.63
1919.0,741.0,0.64
1919.0,741.0,0.65
1919.0,741.0,0.66
1919.0,741.0,0.67
1919.0,741.0,0.68
1919.0,741.0,0.69
1919.0,741.0,0.7
1919.0,741.0,0.71
1919.0,741.0,0.72
1919.0,741.0,0.73
1919.0,741.0,0.74
1919.0,741.0,0.75
1919.0,741.0,0.76
1919.0,740.0,0.77
1919.0,740.0,0.78
1919.0,740.0,0.79
1919.0,740.0,0.8
1919.0,738.0,0.81
1919.0,738.0,0.82
1919.0,738.0,0.83
1919.0,737.0,0.84
1919.0,737.0,0.85
1919.0,737.0,0.86
1919.0,737.0,0.87
1919.0,735.0,0.88
1919.0,735.0,0.89
1919.0,735.0,0.9
1919.0,735.0,0.91
1919.0,735.0,0.92
1919.0,735.0,0.93
1919.0,735.0,0.94
1919.0,735.0,0.95
1919.0,735.0,0.96
1919.0,735.0,0.97
1919.0,735.0,0.98
1919.0,735.0,0.99
1919.0,735.0,1.0
1919.0,735.0,1.01
1919.0,735.0,1.02
1919.0,735.0,1.03
1919.0,735.0,1.04
1919.0,735.0,1.05
1919.0,735.0,1.06
1919.0,735.0,1.07
1919.0,735.0,1.08
1919.0,735.0,1.09
1919.0,735.0,1.1
1919.0,735.0,1.11
1919.0,729.0,1.12
1919.0,729.0,1.13
1919.0,729.0,1.14
1919.0,729.0,1.15
1224.0,846.0,1.16
1224.0,846.0,1.17
1173.0,845.0,1.18
1173.0,845.0,1.19
1173.0,845.0,1.2
1143.0,840.0,1.21
1143.0,840.0,1.22
